genes;condiciones
113219467,6496,4574;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
85452,1906,107984125;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
85452,3240,1906;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
54897,51554,3248,100506658,80736,7225,23584,9365,255189,2627,1556,26226;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
54897,5961,51554,3248,80736,3983,745,7225,23584,113218482,9365,255189,201456,1556,26226;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
54897,6337,100506658,9365,255189,2627,1556,26226;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
54897,1152,51554,3248,80736,5961,3983,745,7225,113218482,9365,255189,201456,1556,26226;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
54897,102723508,51554,3248,5961,3983,745,7225,23584,113218482,9365,255189,201456,1556,26226;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
127733,149465,100996301,27022,9173,1906,345895,56892,5555,85349,767566,644649,3240;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
127733,6101,149465,100996301,27022,9173,345895,56892,5555,85349,767566,644649,3240;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
127733,142827,100996301,27022,6101,22941,85349,767566,644649;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
127733,22941,149465,100996301,27022,9173,345895,6101,5555,85349,767566,644649;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
127733,3855,100996301,27022,9173,56892,85349,767566,644649,3240;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
1043,5284,79977;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
1043,688,5284;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
2537,105371242,632,112770,1380,654433,285429,448831,105379028,4852,9228,100506753,100133669,733,441581,390083,196335,10599,5053,606,24150,766,4222,50964,110806280,5675,9622,26609,4693,246100,1485,30848;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
2537,406969,632,1380,654433,1746,285429,448831,100874002,105379028,4852,9228,100506753,9699,100133669,733,399726,219793,3434,441581,390083,196335,10599,5053,606,5346,24150,766,8153,4222,50964,2208,110806280,5675,9622,26609,4693,246100,1485,30848;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
2537,399726,632,112770,1380,654433,285429,448831,105379028,4852,9228,100506753,100133669,733,219793,441581,390083,196335,10599,5053,606,24150,766,8153,4222,50964,2208,110806280,5675,9622,26609,4693,246100,1485,30848;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
2537,3434,105371242,632,1380,654433,285429,448831,105379028,4852,9228,100506753,100133669,733,441581,390083,196335,10599,5053,606,5346,24150,766,4222,50964,110806280,5675,9622,26609,4693,246100,1485,30848;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
2537,4496,632,112770,1380,654433,285429,448831,105379028,4852,9228,100506753,100133669,733,219793,441581,390083,196335,10599,5053,606,24150,766,8153,4222,50964,2208,110806280,5675,9622,26609,4693,246100,1485,30848;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
2537,2922,632,1380,406969,654433,1746,285429,448831,100874002,105379028,4852,9228,100506753,9699,100133669,733,219793,3434,441581,390083,196335,10599,5053,606,5346,24150,766,8153,4222,50964,2208,110806280,5675,9622,26609,4693,246100,1485,30848;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
2537,1471,632,1380,654433,285429,448831,105379028,4852,9228,100506753,9699,100133669,733,3434,441581,390083,196335,10599,5053,606,5346,24150,766,4222,50964,2922,110806280,5675,9622,26609,4693,246100,1485,30848;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
149465,653082,9173,345895,56892,6101,5555,3240;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
149465,107984125,1906;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
128218,440590,284680,105374373,57524,253982;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
128218,6928,440590,284680,105374373,253982;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
128218,762,440590,284680,105374373,57524;Metastatic1,Metastatic2,Metastatic3,Metastatic4,Metastatic5,Metastatic6,Metastatic7,Metastatic9,Metastatic10
